a_p1,a_o1,a_p2,a_o2,b_p1,b_o1,b_p2,b_o2,a_ev,b_ev,ev_diff,ev_ratio,rare
0.97,14.26,0.03,18.04,1,17.54,0,0,14.37,17.54,-3.17,0.82,attractive
0.33,17.05,0.67,17.57,1,17.34,0,0,17.4,17.34,0.06,1,none
0.7,5.36,0.3,15.42,1,14.28,0,0,8.38,14.28,-5.9,0.59,none
0.1,0.99,0.9,15.97,1,14.42,0,0,14.47,14.42,0.05,1,unattractive
0.68,10.93,0.32,16.24,1,15.79,0,0,12.63,15.79,-3.16,0.8,none
0.35,0.39,0.65,15.37,1,3.02,0,0,10.13,3.02,7.11,3.35,none
0.85,6.92,0.15,16.99,1,8.31,0,0,8.43,8.31,0.12,1.01,attractive
0.31,0.45,0.69,12.93,1,7.53,0,0,9.06,7.53,1.53,1.2,none
0.61,7.49,0.39,9.24,1,8.08,0,0,8.17,8.08,0.09,1.01,none
0.53,17.44,0.47,19.8,1,19.45,0,0,18.55,19.45,-0.9,0.95,none
0.51,4.4,0.49,14.59,1,11.41,0,0,9.39,11.41,-2.02,0.82,none
0.49,4.75,0.51,13.28,1,10.59,0,0,9.1,10.59,-1.49,0.86,none
0.34,10.06,0.66,16.54,1,15.65,0,0,14.34,15.65,-1.31,0.92,none
0.72,11.12,0.28,19.79,1,16.85,0,0,13.55,16.85,-3.3,0.8,none
0.95,11.56,0.05,19.39,1,17.85,0,0,11.95,17.85,-5.9,0.67,attractive
0.04,9.54,0.96,16.16,1,12.22,0,0,15.9,12.22,3.68,1.3,unattractive
0.86,3.24,0.14,19.85,1,5.49,0,0,5.57,5.49,0.08,1.01,attractive
0.57,5.67,0.43,13.12,1,12.82,0,0,8.87,12.82,-3.95,0.69,none
0.26,0.86,0.74,17.32,1,3.04,0,0,13.04,3.04,10,4.29,none
0.21,2.19,0.79,14.41,1,8.88,0,0,11.84,8.88,2.96,1.33,none
0.36,8.3,0.64,17.81,1,9.91,0,0,14.39,9.91,4.48,1.45,none
0.64,1.42,0.36,16.78,1,8.43,0,0,6.95,8.43,-1.48,0.82,none
0.47,12.95,0.53,19.15,1,18.28,0,0,16.24,18.28,-2.04,0.89,none
0.08,2.81,0.92,14.48,1,10.33,0,0,13.55,10.33,3.22,1.31,unattractive
0.63,2.11,0.37,8.57,1,4.56,0,0,4.5,4.56,-0.06,0.99,none
0.16,6.08,0.84,15.9,1,15.85,0,0,14.33,15.85,-1.52,0.9,unattractive
0.64,5.99,0.36,13.07,1,11.84,0,0,8.54,11.84,-3.3,0.72,none
0.72,3.11,0.28,13.97,1,8.09,0,0,6.15,8.09,-1.94,0.76,none
0.12,2.66,0.88,11.96,1,5.66,0,0,10.84,5.66,5.18,1.92,unattractive
0.82,1.26,0.18,14.7,1,4.06,0,0,3.68,4.06,-0.38,0.91,attractive
0.36,7.65,0.64,15.03,1,12.97,0,0,12.37,12.97,-0.6,0.95,none
0.64,9.44,0.36,17.9,1,15.12,0,0,12.49,15.12,-2.63,0.83,none
0.8,8.22,0.2,16.51,1,9.41,0,0,9.88,9.41,0.47,1.05,none
0.15,4.95,0.85,18.44,1,11.77,0,0,16.42,11.77,4.65,1.4,unattractive
0.8,0.56,0.2,17.94,1,3.2,0,0,4.04,3.2,0.84,1.26,none
0.4,7.26,0.6,15.43,1,13.58,0,0,12.16,13.58,-1.42,0.9,none
0.96,0.77,0.04,5.43,1,3.31,0,0,0.96,3.31,-2.35,0.29,attractive
0.71,3.84,0.29,7.5,1,5.91,0,0,4.9,5.91,-1.01,0.83,none
0.37,0.88,0.63,9.53,1,3.27,0,0,6.33,3.27,3.06,1.94,none
0.33,0.56,0.67,18.08,1,3.66,0,0,12.3,3.66,8.64,3.36,none
0.84,6.78,0.16,15.04,1,8.76,0,0,8.1,8.76,-0.66,0.92,attractive
0.75,1.84,0.25,18.63,1,13.57,0,0,6.04,13.57,-7.53,0.45,none
0.42,7.14,0.58,16.43,1,11.02,0,0,12.53,11.02,1.51,1.14,none
0.29,6.92,0.71,18.7,1,9.37,0,0,15.28,9.37,5.91,1.63,none
0.84,8.47,0.16,13.07,1,11.7,0,0,9.21,11.7,-2.49,0.79,attractive
0.61,4.51,0.39,16.55,1,9.23,0,0,9.21,9.23,-0.02,1,none
0.21,6.3,0.79,19.62,1,18.66,0,0,16.82,18.66,-1.84,0.9,none
0.42,16.33,0.58,17.27,1,16.56,0,0,16.88,16.56,0.32,1.02,none
0.92,12.81,0.08,17.24,1,16.07,0,0,13.16,16.07,-2.91,0.82,attractive
0.23,3.3,0.77,16.97,1,15.91,0,0,13.83,15.91,-2.08,0.87,none
0.72,3.91,0.28,15.96,1,10.13,0,0,7.28,10.13,-2.85,0.72,none
0.78,7.99,0.22,10.08,1,9.16,0,0,8.45,9.16,-0.71,0.92,none
0.05,1.85,0.95,6.82,1,6.37,0,0,6.57,6.37,0.2,1.03,unattractive
0.96,2.09,0.04,12.67,1,5.01,0,0,2.51,5.01,-2.5,0.5,attractive
0.62,7.99,0.38,15.14,1,14.37,0,0,10.71,14.37,-3.66,0.75,none
0.26,7.01,0.74,15.31,1,9.59,0,0,13.15,9.59,3.56,1.37,none
0.3,2.74,0.7,16.36,1,10.41,0,0,12.27,10.41,1.86,1.18,none
0.73,0.86,0.27,14.65,1,3.26,0,0,4.58,3.26,1.32,1.4,none
0.23,6.81,0.77,19.9,1,13.45,0,0,16.89,13.45,3.44,1.26,none
0.33,3.54,0.67,19.74,1,18.71,0,0,14.39,18.71,-4.32,0.77,none
0.69,11.98,0.31,19.71,1,15.14,0,0,14.38,15.14,-0.76,0.95,none
0.54,5.16,0.46,15.58,1,15.18,0,0,9.95,15.18,-5.23,0.66,none
0.95,8.46,0.05,17.46,1,11.22,0,0,8.91,11.22,-2.31,0.79,attractive
0.06,0.62,0.94,15.04,1,12.75,0,0,14.17,12.75,1.42,1.11,unattractive
0.73,11.4,0.27,17.76,1,16.41,0,0,13.12,16.41,-3.29,0.8,none
0.36,11.15,0.64,18.44,1,14.97,0,0,15.82,14.97,0.85,1.06,none
0.21,0.77,0.79,10.39,1,2.2,0,0,8.37,2.2,6.17,3.8,none
0.32,7.78,0.68,19.9,1,13.31,0,0,16.02,13.31,2.71,1.2,none
0.89,4.67,0.11,18.04,1,12.74,0,0,6.14,12.74,-6.6,0.48,attractive
0.61,1.98,0.39,10.67,1,6.48,0,0,5.37,6.48,-1.11,0.83,none
0.59,0.93,0.41,18.89,1,3.1,0,0,8.29,3.1,5.19,2.67,none
0.96,13.71,0.04,19.54,1,14.19,0,0,13.94,14.19,-0.25,0.98,attractive
0.12,2.17,0.88,14.68,1,6.43,0,0,13.18,6.43,6.75,2.05,unattractive
0.3,9.12,0.7,19.88,1,9.43,0,0,16.65,9.43,7.22,1.77,none
0.46,1.49,0.54,19.36,1,16.65,0,0,11.14,16.65,-5.51,0.67,none
0.97,5.07,0.03,13.78,1,7.24,0,0,5.33,7.24,-1.91,0.74,attractive
0.99,3.61,0.01,16.46,1,5.29,0,0,3.74,5.29,-1.55,0.71,attractive
0.73,4.85,0.27,8.31,1,6.17,0,0,5.78,6.17,-0.39,0.94,none
0.02,9.72,0.98,14.39,1,10.6,0,0,14.3,10.6,3.7,1.35,unattractive
0.7,6.37,0.3,19.94,1,10.62,0,0,10.44,10.62,-0.18,0.98,none
0.45,10.56,0.55,17.06,1,11.09,0,0,14.14,11.09,3.05,1.28,none
0.68,8.47,0.32,17.59,1,8.72,0,0,11.39,8.72,2.67,1.31,none
0.37,3.31,0.63,15.85,1,10.69,0,0,11.21,10.69,0.52,1.05,none
0.72,0.48,0.28,16.38,1,5.65,0,0,4.93,5.65,-0.72,0.87,none
0.22,6.59,0.78,15.59,1,13.34,0,0,13.61,13.34,0.27,1.02,none
0.36,5.27,0.64,15.02,1,5.67,0,0,11.51,5.67,5.84,2.03,none
0.37,2.28,0.63,14.34,1,12.54,0,0,9.88,12.54,-2.66,0.79,none
0.41,1.27,0.59,5.64,1,1.44,0,0,3.85,1.44,2.41,2.67,none
0.69,5.07,0.31,12.49,1,11.45,0,0,7.37,11.45,-4.08,0.64,none
0.45,1.38,0.55,17.12,1,5.86,0,0,10.04,5.86,4.18,1.71,none
0.5,8.69,0.5,14,1,11.57,0,0,11.34,11.57,-0.23,0.98,none
0.39,0.56,0.61,3.54,1,1.28,0,0,2.38,1.28,1.1,1.86,none
0.04,0.63,0.96,16.83,1,5.04,0,0,16.18,5.04,11.14,3.21,unattractive
0.42,6.81,0.58,14.28,1,11.46,0,0,11.14,11.46,-0.32,0.97,none
0.69,3.88,0.31,10.49,1,9.22,0,0,5.93,9.22,-3.29,0.64,none
0.11,6.46,0.89,12.23,1,9.88,0,0,11.6,9.88,1.72,1.17,unattractive
0.25,2.26,0.75,16.44,1,12.37,0,0,12.9,12.37,0.53,1.04,none
0.11,3.78,0.89,15.58,1,9.81,0,0,14.28,9.81,4.47,1.46,unattractive
0.28,15.49,0.72,18.93,1,16.97,0,0,17.97,16.97,1,1.06,none
0.78,2.33,0.22,19.17,1,18.04,0,0,6.03,18.04,-12.01,0.33,none
0.21,4.62,0.79,15.24,1,7.94,0,0,13.01,7.94,5.07,1.64,none
0.9,0.03,0.1,19.55,1,13.12,0,0,1.98,13.12,-11.14,0.15,attractive
0.56,2.66,0.44,19.23,1,16.11,0,0,9.95,16.11,-6.16,0.62,none
0.04,5.03,0.96,16.06,1,7.65,0,0,15.62,7.65,7.97,2.04,unattractive
0.52,4.56,0.48,14.6,1,11.34,0,0,9.38,11.34,-1.96,0.83,none
0.76,1.33,0.24,9.62,1,6.96,0,0,3.32,6.96,-3.64,0.48,none
0.91,5.54,0.09,15.73,1,15.67,0,0,6.46,15.67,-9.21,0.41,attractive
0.62,13.45,0.38,19.99,1,13.59,0,0,15.94,13.59,2.35,1.17,none
0.24,3.03,0.76,18.01,1,8.57,0,0,14.41,8.57,5.84,1.68,none
0.02,0.93,0.98,17.33,1,3.09,0,0,17,3.09,13.91,5.5,unattractive
0.49,2.94,0.51,17.12,1,12.05,0,0,10.17,12.05,-1.88,0.84,none
0.87,0.02,0.13,14.14,1,2.22,0,0,1.86,2.22,-0.36,0.84,attractive
0.08,2.18,0.92,14.14,1,6.65,0,0,13.18,6.65,6.53,1.98,unattractive
0.05,0.73,0.95,13.17,1,5.12,0,0,12.55,5.12,7.43,2.45,unattractive
0.6,10.93,0.4,18.3,1,14.43,0,0,13.88,14.43,-0.55,0.96,none
0.14,4.77,0.86,12.19,1,10.21,0,0,11.15,10.21,0.94,1.09,unattractive
0.05,3.19,0.95,12.71,1,3.53,0,0,12.23,3.53,8.7,3.46,unattractive
0.55,0.77,0.45,13.92,1,8.52,0,0,6.69,8.52,-1.83,0.79,none
0.9,5.5,0.1,19.73,1,13.4,0,0,6.92,13.4,-6.48,0.52,attractive
0.2,1,0.8,9.86,1,4.19,0,0,8.09,4.19,3.9,1.93,none
0.13,1.45,0.87,16.98,1,3.13,0,0,14.96,3.13,11.83,4.78,unattractive
0.7,1.9,0.3,14.42,1,13.68,0,0,5.66,13.68,-8.02,0.41,none
0.16,3.77,0.84,16.39,1,13.05,0,0,14.37,13.05,1.32,1.1,unattractive
0.42,3.55,0.58,14.44,1,9.55,0,0,9.87,9.55,0.32,1.03,none
0.42,1.9,0.58,15.7,1,11.17,0,0,9.9,11.17,-1.27,0.89,none
0.22,2.71,0.78,19.64,1,6.07,0,0,15.92,6.07,9.85,2.62,none
0.97,1.82,0.03,14.59,1,14.12,0,0,2.2,14.12,-11.92,0.16,attractive
0.25,9.14,0.75,11.7,1,11.53,0,0,11.06,11.53,-0.47,0.96,none
0.97,0.43,0.03,6.19,1,2.11,0,0,0.6,2.11,-1.51,0.28,attractive
0.24,0.96,0.76,15.44,1,11.36,0,0,11.96,11.36,0.6,1.05,none
0.52,5.69,0.48,15.1,1,6.95,0,0,10.21,6.95,3.26,1.47,none
0.82,3.54,0.18,18.05,1,10.69,0,0,6.15,10.69,-4.54,0.58,attractive
0.83,1.11,0.17,13.34,1,10.16,0,0,3.19,10.16,-6.97,0.31,attractive
0.24,0.63,0.76,15.4,1,13.4,0,0,11.86,13.4,-1.54,0.89,none
0.97,2.6,0.03,7.72,1,6.46,0,0,2.75,6.46,-3.71,0.43,attractive
0.96,2.6,0.04,6.8,1,4.9,0,0,2.77,4.9,-2.13,0.57,attractive
0.26,3.89,0.74,19.58,1,19.2,0,0,15.5,19.2,-3.7,0.81,none
0.72,10.28,0.28,14.81,1,11.64,0,0,11.55,11.64,-0.09,0.99,none
0.71,4.98,0.29,19.8,1,17.84,0,0,9.28,17.84,-8.56,0.52,none
0.26,2.32,0.74,19.75,1,11.37,0,0,15.22,11.37,3.85,1.34,none
0.95,4.45,0.05,14.58,1,12.67,0,0,4.96,12.67,-7.71,0.39,attractive
0.79,6.91,0.21,18.58,1,12.37,0,0,9.36,12.37,-3.01,0.76,none
0.64,5.74,0.36,18.95,1,18.7,0,0,10.5,18.7,-8.2,0.56,none
0.28,1.24,0.72,19.59,1,11.92,0,0,14.45,11.92,2.53,1.21,none
0.24,4.47,0.76,8.14,1,5.24,0,0,7.26,5.24,2.02,1.39,none
0.19,8.29,0.81,13.43,1,11.44,0,0,12.45,11.44,1.01,1.09,unattractive
0.5,8.41,0.5,14.73,1,9.94,0,0,11.57,9.94,1.63,1.16,none
0.11,10.72,0.89,18.41,1,16.27,0,0,17.56,16.27,1.29,1.08,unattractive
0.38,9.27,0.62,18.78,1,10.5,0,0,15.17,10.5,4.67,1.44,none
0.36,15.56,0.64,16.59,1,15.92,0,0,16.22,15.92,0.3,1.02,none
0.74,1.54,0.26,18.83,1,10.84,0,0,6.04,10.84,-4.8,0.56,none
0.44,1.24,0.56,13.65,1,1.27,0,0,8.19,1.27,6.92,6.45,none
0.25,8.98,0.75,18.33,1,9.55,0,0,15.99,9.55,6.44,1.67,none
0.66,1.87,0.34,9.36,1,5.86,0,0,4.42,5.86,-1.44,0.75,none
0.81,1.23,0.19,18.54,1,5.44,0,0,4.52,5.44,-0.92,0.83,attractive
0.47,12.97,0.53,17.65,1,13.82,0,0,15.45,13.82,1.63,1.12,none
0.45,9.15,0.55,16.94,1,11.1,0,0,13.43,11.1,2.33,1.21,none
0.58,3.44,0.42,14.87,1,3.69,0,0,8.24,3.69,4.55,2.23,none
0.27,2.53,0.73,8.89,1,6.81,0,0,7.17,6.81,0.36,1.05,none
0.49,0.21,0.51,0.56,1,0.53,0,0,0.39,0.53,-0.14,0.74,none
0.57,4.4,0.43,18.33,1,16.73,0,0,10.39,16.73,-6.34,0.62,none
0.13,0.87,0.87,13.71,1,5.77,0,0,12.04,5.77,6.27,2.09,unattractive
0.48,0.71,0.52,18.12,1,2.76,0,0,9.76,2.76,7,3.54,none
0.56,5.07,0.44,14.24,1,11.06,0,0,9.1,11.06,-1.96,0.82,none
0.65,10.76,0.35,16.51,1,14.84,0,0,12.77,14.84,-2.07,0.86,none
0.93,2.15,0.07,17.33,1,14.18,0,0,3.21,14.18,-10.97,0.23,attractive
0.67,9.01,0.33,18.28,1,15.95,0,0,12.07,15.95,-3.88,0.76,none
0.09,3.35,0.91,7.89,1,4.38,0,0,7.48,4.38,3.1,1.71,unattractive
0.39,2.18,0.61,13.32,1,6.04,0,0,8.98,6.04,2.94,1.49,none
0.16,2.13,0.84,6.41,1,3.1,0,0,5.73,3.1,2.63,1.85,unattractive
0.69,4.35,0.31,15.87,1,7.88,0,0,7.92,7.88,0.04,1.01,none
0.03,1.2,0.97,15.35,1,5.98,0,0,14.93,5.98,8.95,2.5,unattractive
0.65,7.52,0.35,10.24,1,8.06,0,0,8.47,8.06,0.41,1.05,none
0.7,8.03,0.3,15.48,1,9.35,0,0,10.27,9.35,0.92,1.1,none
0.66,2.26,0.34,9.88,1,6.36,0,0,4.85,6.36,-1.51,0.76,none
0.53,1.14,0.47,13.28,1,8.07,0,0,6.85,8.07,-1.22,0.85,none
0.77,1.99,0.23,13.74,1,2.61,0,0,4.69,2.61,2.08,1.8,none
0.3,1.34,0.7,11.86,1,6.17,0,0,8.7,6.17,2.53,1.41,none
0.18,5.82,0.82,13.57,1,11.26,0,0,12.18,11.26,0.92,1.08,unattractive
0.64,1.21,0.36,10.71,1,6.11,0,0,4.63,6.11,-1.48,0.76,none
0.5,5.79,0.5,13.1,1,6.55,0,0,9.45,6.55,2.9,1.44,none
0.77,4.45,0.23,6.37,1,5.21,0,0,4.89,5.21,-0.32,0.94,none
0.98,7.37,0.02,17.23,1,13.97,0,0,7.57,13.97,-6.4,0.54,attractive
0.05,4.62,0.95,7.32,1,5,0,0,7.18,5,2.18,1.44,unattractive
0.91,7,0.09,11.69,1,8.52,0,0,7.42,8.52,-1.1,0.87,attractive
0.29,4.08,0.71,11.37,1,5.67,0,0,9.26,5.67,3.59,1.63,none
0.56,5.34,0.44,19.14,1,17.31,0,0,11.41,17.31,-5.9,0.66,none
0.28,3.56,0.72,16.51,1,8.66,0,0,12.88,8.66,4.22,1.49,none
0.61,2.01,0.39,12.13,1,4.89,0,0,5.96,4.89,1.07,1.22,none
0.82,1.06,0.18,4.92,1,1.3,0,0,1.75,1.3,0.45,1.35,attractive
0.4,1.35,0.6,16.91,1,8.37,0,0,10.69,8.37,2.32,1.28,none
0.4,1.22,0.6,10.65,1,9.31,0,0,6.88,9.31,-2.43,0.74,none
0.58,2.18,0.42,16.67,1,5.26,0,0,8.27,5.26,3.01,1.57,none
0.55,15.09,0.45,19.64,1,18.89,0,0,17.14,18.89,-1.75,0.91,none
0.65,11.94,0.35,16.24,1,12.76,0,0,13.45,12.76,0.69,1.05,none
0.55,16.09,0.45,16.28,1,16.17,0,0,16.18,16.17,0.01,1,none
0.67,4.16,0.33,6.53,1,6.22,0,0,4.94,6.22,-1.28,0.79,none
0.86,4.3,0.14,18.56,1,8.41,0,0,6.3,8.41,-2.11,0.75,attractive
0.62,7.35,0.38,16.42,1,14.34,0,0,10.8,14.34,-3.54,0.75,none
0.96,2.39,0.04,13.77,1,8.86,0,0,2.85,8.86,-6.01,0.32,attractive
0.87,5.78,0.13,17.79,1,17.63,0,0,7.34,17.63,-10.29,0.42,attractive
0.74,10.99,0.26,15.81,1,11.17,0,0,12.24,11.17,1.07,1.1,none
0.54,3.78,0.46,12.89,1,6.77,0,0,7.97,6.77,1.2,1.18,none
0.73,0.54,0.27,17.16,1,5.68,0,0,5.03,5.68,-0.65,0.89,none
0.11,14.23,0.89,19.75,1,18.75,0,0,19.14,18.75,0.39,1.02,unattractive
0.35,2.52,0.65,9.35,1,2.54,0,0,6.96,2.54,4.42,2.74,none
0.12,9.34,0.88,13.45,1,11.75,0,0,12.96,11.75,1.21,1.1,unattractive
0.62,9.34,0.38,19.88,1,17.31,0,0,13.35,17.31,-3.96,0.77,none
0.69,15.87,0.31,19.33,1,18.91,0,0,16.94,18.91,-1.97,0.9,none
0.81,6.05,0.19,18.28,1,18.05,0,0,8.37,18.05,-9.68,0.46,attractive
0.08,1.59,0.92,15.81,1,2.77,0,0,14.67,2.77,11.9,5.3,unattractive
0.74,11.01,0.26,15.13,1,13.18,0,0,12.08,13.18,-1.1,0.92,none
0.03,0.33,0.97,16.58,1,7.19,0,0,16.09,7.19,8.9,2.24,unattractive
0.93,1.16,0.07,19.01,1,15.69,0,0,2.41,15.69,-13.28,0.15,attractive
0.63,0.94,0.37,10.62,1,6.14,0,0,4.52,6.14,-1.62,0.74,none
0.86,1.58,0.14,2.73,1,1.63,0,0,1.74,1.63,0.11,1.07,attractive
0.77,11.27,0.23,15.36,1,12.79,0,0,12.21,12.79,-0.58,0.95,none
0.62,8.1,0.38,16.38,1,10.78,0,0,11.25,10.78,0.47,1.04,none
0.85,1.44,0.15,15.82,1,1.8,0,0,3.6,1.8,1.8,2,attractive
0.83,2.12,0.17,17.24,1,15.54,0,0,4.69,15.54,-10.85,0.3,attractive
0.66,9.77,0.34,18.43,1,15.86,0,0,12.71,15.86,-3.15,0.8,none
0.29,0.78,0.71,19.02,1,11.78,0,0,13.73,11.78,1.95,1.17,none
0.65,0.78,0.35,10.4,1,3.41,0,0,4.15,3.41,0.74,1.22,none
0.86,0.96,0.14,19.41,1,6.85,0,0,3.54,6.85,-3.31,0.52,attractive
0.21,12.19,0.79,19.8,1,16.41,0,0,18.2,16.41,1.79,1.11,none
0.97,2.66,0.03,18.87,1,15.51,0,0,3.15,15.51,-12.36,0.2,attractive
0.76,6.32,0.24,16.46,1,14.97,0,0,8.75,14.97,-6.22,0.58,none
0.16,7.88,0.84,10.74,1,8.34,0,0,10.28,8.34,1.94,1.23,unattractive
0.2,3.4,0.8,19.92,1,19,0,0,16.62,19,-2.38,0.87,none
0.94,1.05,0.06,16.75,1,16.05,0,0,1.99,16.05,-14.06,0.12,attractive
0.1,5.29,0.9,9.03,1,8.48,0,0,8.66,8.48,0.18,1.02,unattractive
0.13,3.67,0.87,5.86,1,5.59,0,0,5.58,5.59,-0.01,1,unattractive
0.57,3.12,0.43,9.84,1,4.67,0,0,6.01,4.67,1.34,1.29,none
0.05,12.6,0.95,16.62,1,16.11,0,0,16.42,16.11,0.31,1.02,unattractive
0.57,3.42,0.43,13.94,1,8.03,0,0,7.94,8.03,-0.09,0.99,none
0.05,0.31,0.95,7.38,1,1.42,0,0,7.03,1.42,5.61,4.95,unattractive
0.44,3.15,0.56,7.97,1,4.95,0,0,5.85,4.95,0.9,1.18,none
0.91,2.44,0.09,19.94,1,13.41,0,0,4.02,13.41,-9.39,0.3,attractive
0.29,8.33,0.71,13.56,1,13.31,0,0,12.04,13.31,-1.27,0.9,none
0.07,1.3,0.93,18.2,1,7.29,0,0,17.02,7.29,9.73,2.33,unattractive
0.61,3.1,0.39,11.16,1,3.11,0,0,6.24,3.11,3.13,2.01,none
0.96,0.61,0.04,11.23,1,8.62,0,0,1.03,8.62,-7.59,0.12,attractive
0.83,9.57,0.17,16.01,1,15.05,0,0,10.66,15.05,-4.39,0.71,attractive
0.66,4.87,0.34,13.33,1,12.23,0,0,7.75,12.23,-4.48,0.63,none
0.67,2.29,0.33,12.17,1,8.56,0,0,5.55,8.56,-3.01,0.65,none
0.9,6.28,0.1,16.59,1,11.84,0,0,7.31,11.84,-4.53,0.62,attractive
0.15,7.95,0.85,16.28,1,8.19,0,0,15.03,8.19,6.84,1.84,unattractive
0.51,11.34,0.49,17.11,1,12.43,0,0,14.17,12.43,1.74,1.14,none
0.12,6.79,0.88,15.62,1,13.91,0,0,14.56,13.91,0.65,1.05,unattractive
0.48,2.4,0.52,11.34,1,5.92,0,0,7.05,5.92,1.13,1.19,none
0.14,11.88,0.86,14.72,1,12.49,0,0,14.32,12.49,1.83,1.15,unattractive
0.93,12.9,0.07,14.89,1,13.14,0,0,13.04,13.14,-0.1,0.99,attractive
0.44,0.24,0.56,18.94,1,14.7,0,0,10.71,14.7,-3.99,0.73,none
0.22,11.7,0.78,16.62,1,15.54,0,0,15.54,15.54,0,1,none
0.39,3.4,0.61,18.02,1,10.61,0,0,12.32,10.61,1.71,1.16,none
0.83,1.06,0.17,8.86,1,5.03,0,0,2.39,5.03,-2.64,0.48,attractive
0.1,0.69,0.9,18.51,1,3.44,0,0,16.73,3.44,13.29,4.86,unattractive
0.17,1.37,0.83,8.42,1,8.08,0,0,7.22,8.08,-0.86,0.89,unattractive
0.38,3.61,0.62,18.14,1,16.71,0,0,12.62,16.71,-4.09,0.76,none
0.96,1.51,0.04,4.41,1,2.56,0,0,1.63,2.56,-0.93,0.64,attractive
0.38,12.74,0.62,18.94,1,13.65,0,0,16.58,13.65,2.93,1.21,none
0.39,8.22,0.61,17.18,1,15.57,0,0,13.69,15.57,-1.88,0.88,none
0.79,1.55,0.21,12.88,1,9.51,0,0,3.93,9.51,-5.58,0.41,none
0.5,2.84,0.5,17.67,1,3.6,0,0,10.26,3.6,6.66,2.85,none
0.23,14.81,0.77,19.24,1,14.91,0,0,18.22,14.91,3.31,1.22,none
0.5,3.49,0.5,9.83,1,3.76,0,0,6.66,3.76,2.9,1.77,none
0.06,0.96,0.94,15.34,1,10.1,0,0,14.48,10.1,4.38,1.43,unattractive
0.44,5.07,0.56,14.77,1,8.69,0,0,10.5,8.69,1.81,1.21,none
0.17,8.86,0.83,13.53,1,10.34,0,0,12.74,10.34,2.4,1.23,unattractive
0.42,4.73,0.58,7.1,1,5.88,0,0,6.1,5.88,0.22,1.04,none
0.29,9.64,0.71,13.48,1,12.43,0,0,12.37,12.43,-0.06,1,none
0.19,10.25,0.81,18.11,1,14.66,0,0,16.62,14.66,1.96,1.13,unattractive
0.79,7.71,0.21,14.46,1,10.58,0,0,9.13,10.58,-1.45,0.86,none
0.34,1.33,0.66,14.62,1,14.03,0,0,10.1,14.03,-3.93,0.72,none
0.83,5.1,0.17,14.38,1,6.62,0,0,6.68,6.62,0.06,1.01,attractive
0.98,10.79,0.02,18.37,1,17.23,0,0,10.94,17.23,-6.29,0.63,attractive
0.86,1.29,0.14,9.47,1,1.35,0,0,2.44,1.35,1.09,1.81,attractive
0.59,1.59,0.41,9.97,1,6.39,0,0,5.03,6.39,-1.36,0.79,none
0.04,7.9,0.96,14.86,1,13.37,0,0,14.58,13.37,1.21,1.09,unattractive
0.09,8.53,0.91,13.04,1,9.08,0,0,12.63,9.08,3.55,1.39,unattractive
0.91,2.14,0.09,13.43,1,4.11,0,0,3.16,4.11,-0.95,0.77,attractive
0.47,4.19,0.53,16.28,1,9.67,0,0,10.6,9.67,0.93,1.1,none
0.15,6.45,0.85,19.77,1,16.92,0,0,17.77,16.92,0.85,1.05,unattractive
0.35,2.88,0.65,17.42,1,16.19,0,0,12.33,16.19,-3.86,0.76,none
0.23,1.32,0.77,13.92,1,12.67,0,0,11.02,12.67,-1.65,0.87,none
0.31,3.17,0.69,10.57,1,3.76,0,0,8.28,3.76,4.52,2.2,none
0.71,4.3,0.29,16.92,1,5.96,0,0,7.96,5.96,2,1.34,none
0.33,7.39,0.67,17.64,1,14.92,0,0,14.26,14.92,-0.66,0.96,none
0.97,6.39,0.03,8.14,1,7.93,0,0,6.44,7.93,-1.49,0.81,attractive
0.4,0.24,0.6,1.03,1,0.67,0,0,0.71,0.67,0.04,1.06,none
0.09,7.67,0.91,17.03,1,12.54,0,0,16.19,12.54,3.65,1.29,unattractive
0.36,4.37,0.64,19.51,1,7.25,0,0,14.06,7.25,6.81,1.94,none
0.36,6.18,0.64,7.96,1,7.79,0,0,7.32,7.79,-0.47,0.94,none
0.74,7.7,0.26,15.31,1,8.99,0,0,9.68,8.99,0.69,1.08,none
0.79,0.26,0.21,15.36,1,12.56,0,0,3.43,12.56,-9.13,0.27,none
0.73,5.4,0.27,13.31,1,9.21,0,0,7.54,9.21,-1.67,0.82,none
0.16,9.93,0.84,14.74,1,10.56,0,0,13.97,10.56,3.41,1.32,unattractive
0.48,5.36,0.52,12.29,1,7.41,0,0,8.96,7.41,1.55,1.21,none
0.44,8.13,0.56,18.24,1,11.06,0,0,13.79,11.06,2.73,1.25,none
0.46,0.86,0.54,13.92,1,10.02,0,0,7.91,10.02,-2.11,0.79,none
0.65,0.9,0.35,18.28,1,13.26,0,0,6.98,13.26,-6.28,0.53,none
0.01,7.37,0.99,17.78,1,16.08,0,0,17.68,16.08,1.6,1.1,unattractive
0.52,6.05,0.48,16.14,1,11.44,0,0,10.89,11.44,-0.55,0.95,none
0.56,5.64,0.44,19.19,1,18.9,0,0,11.6,18.9,-7.3,0.61,none
0.56,13.53,0.44,17.76,1,16.42,0,0,15.39,16.42,-1.03,0.94,none
0.22,2.27,0.78,13.01,1,11.79,0,0,10.65,11.79,-1.14,0.9,none
0.44,9.64,0.56,19.62,1,19.62,0,0,15.23,19.62,-4.39,0.78,none
0.39,3.41,0.61,5.26,1,5.12,0,0,4.54,5.12,-0.58,0.89,none
